feature,class
"[-2.8351343e+02  1.5956160e+02 -2.9515244e+01  1.8527405e+01
 -9.8596468e+00 -3.4256573e+00 -1.0989011e+01 -9.7915440e+00
 -8.2995195e+00 -4.2436934e+00 -2.8717248e+00 -5.9708128e+00
 -4.0241084e+00 -3.3503239e+00 -3.3981569e+00 -1.8631132e+00
 -4.4908860e-01  1.9014164e+00 -1.1366276e-01 -2.8107901e+00
 -4.2536168e+00  2.0349534e-01  2.1556344e+00 -3.9613706e-01
 -3.8361671e+00 -4.7444715e+00 -5.8282909e+00 -4.8161969e+00
 -1.1457040e+00 -2.2573895e+00 -2.5906925e+00 -2.2459688e+00
  2.4348485e+00  2.0147677e-01 -1.5703217e-03 -1.9900041e+00
 -3.2996294e+00 -4.8585138e+00 -4.5208917e+00 -3.8232226e+00]",classical
"[-3.9292499e+02  1.9073505e+02 -1.3309890e+01  8.2567978e+00
  1.5560120e+00 -1.1073181e+01 -1.1240291e+01 -1.3994958e+01
 -1.0621299e+01 -9.3904667e+00 -4.6211743e+00 -1.0071729e+01
 -4.8217821e+00 -1.7488230e+00 -4.6646318e+00 -2.1138492e+00
  1.0292007e+00  1.3127501e+00 -1.5136653e-01 -1.4068553e+00
 -4.4472747e+00 -9.1595821e+00 -4.7638865e+00 -7.2253942e-02
  1.3474035e+00 -5.5188763e-01 -2.2297060e+00 -1.0943595e+00
  2.6496787e+00  1.8501205e+00 -4.0972810e+00 -1.3414520e+00
  2.6174843e+00  1.5248132e+00  6.9592088e-01 -2.7051353e-01
 -5.4975963e-01 -1.6809484e+00 -1.8400332e+00 -2.3678141e+00]",classical
"[-2.9962308e+02  1.5725868e+02 -3.7329967e+01  1.5766090e+01
 -5.7509174e+00 -4.4520483e+00 -6.8125167e+00 -1.0728810e+01
 -9.8773737e+00 -8.1564026e+00 -5.4265609e+00 -7.8373652e+00
 -2.7309942e+00 -1.1138375e+00  1.6426827e+00  3.6369379e+00
  3.0815508e+00  1.0749686e-01 -7.9757458e-01 -2.7373397e+00
 -6.9976358e+00 -5.8778057e+00 -2.2994490e+00 -4.1297197e-01
 -1.1775210e+00 -1.9654245e+00 -1.0371240e+00  4.8472959e-01
 -1.8706648e-01 -4.6831007e+00 -3.9427011e+00  2.4959862e-01
  8.1901157e-01 -1.9187593e+00 -3.8857582e+00 -4.2457013e+00
 -2.8953078e+00 -2.8922846e+00 -5.1382489e+00 -5.4940724e+00]",classical
"[-3.0193210e+02  5.7551674e+01 -5.9138557e+01  3.3537849e+01
 -2.0924202e+01  1.7733927e+01 -6.3999659e-01  4.9018707e+01
  1.9130726e+01  2.7112230e+01 -1.7640003e+01 -2.8261402e-01
 -3.7509389e+00  1.8172714e+01  9.9556580e+00  1.1608108e+01
  1.1277827e+01  1.5394899e+01 -7.3996224e+00 -5.8444824e+00
  5.0636625e+00  1.2140840e+01  3.7105086e+00 -2.8507907e+00
  1.8543264e+00  3.3125603e+00  2.2975750e+00  3.4777200e+00
  4.5843534e+00 -1.1914912e+01 -5.5196576e+00  1.7272455e+01
  9.9143991e+00 -6.9138417e+00 -2.5864458e+00 -6.8031254e+00
  4.5477824e+00 -1.1247356e+01 -1.0116556e+01  1.2025347e+01]",classical
"[-326.38028      85.90885     -42.970146     31.839684    -19.570826
    9.9973955   -16.449766      9.995579     -8.598667     25.513878
    6.546204     16.401815      3.484389      9.598671      5.937054
    9.294365      9.968023      9.20301       2.796967     -5.3871417
   -5.6475234     7.5911117    14.830832      3.3972313     8.154493
    7.9315643     1.1351203     5.9733663     2.1325583    -2.9714904
    0.7637594     8.318499     14.386036      0.82268405   -1.1721605
   -7.6881237    -7.9845986    -2.5461512     1.1381742    -9.096374  ]",classical
"[-2.5123933e+02  8.8766449e+01 -4.1775455e+01  3.7914806e+01
 -1.2039209e+01  2.1623262e+01 -5.8672247e+00  2.5713730e+01
 -5.2044749e+00  1.4297369e+01 -7.5492301e+00  1.0474768e+01
 -4.9246387e+00  5.2640748e+00  2.8599337e-01  3.3210988e+00
  1.2696192e+00  4.7757545e+00 -2.0725083e+00  1.1374294e+00
 -1.9123337e+00 -1.5695637e+00  2.5358911e+00 -5.5533347e+00
  6.8496817e-01  5.2440631e-01 -2.9447976e-01  5.0603151e+00
 -2.3829601e+00 -1.0322864e+01  6.2316263e-01  5.4856210e+00
  5.6774282e+00 -5.9389329e-01 -6.3517816e-02 -4.1520867e+00
 -1.4994768e+00  5.3966928e-01  6.9411879e+00  3.4718368e+00]",classical
"[-2.99692902e+02  1.03639175e+02 -2.76741657e+01  5.10156174e+01
  1.22936506e+01  1.64983654e+01 -1.09510708e+01 -8.87634993e-01
  3.85553670e+00  1.29460440e+01 -1.24108505e+01  2.47812390e+00
  5.18328428e+00 -7.41852343e-01 -6.05720460e-01 -1.17293572e+00
  5.93539190e+00  9.81315517e+00 -2.67902803e+00 -3.06942797e+00
  7.53095388e+00  3.23485470e+00 -1.23929799e+00 -8.74929714e+00
 -5.04460716e+00  2.60602176e-01  2.78183317e+00  9.69201660e+00
  4.12553835e+00 -4.65442848e+00  5.25307131e+00  5.32728910e+00
  3.51771891e-01 -2.05351090e+00 -1.31177318e+00 -5.42075777e+00
 -5.93162775e+00 -5.29860210e+00  5.96631622e+00  3.89266849e+00]",classical
"[-2.0742522e+02  1.1761352e+02 -4.1420906e+01  1.3249367e+01
 -1.6709117e+00  1.5538312e+01 -1.0338402e+01 -1.8724031e+00
 -1.2771744e+01  6.9996595e+00 -7.7371353e-01  2.0700433e+00
 -8.2536659e+00 -1.4549946e+00 -7.0775576e+00  9.3633199e-01
 -5.5453162e+00 -8.5106554e+00 -1.4852846e+00  5.3822665e+00
  3.5732195e+00 -6.5724735e+00 -2.0980115e+00 -7.2293749e+00
  1.1574033e+00 -1.1270039e+00 -5.3253794e-01 -5.2296829e-01
 -1.9185405e+00 -8.8532133e+00 -9.1301737e+00 -1.3036838e+00
  2.3816864e+00 -4.5769882e+00 -5.1367339e-02  1.3058658e+00
  3.5968465e-01 -1.6444221e-01  2.5556421e+00  5.8304348e+00]",classical
"[-3.8587155e+02  1.2865533e+02 -2.6710421e+01  3.9469887e+01
 -2.1612146e+00  1.6753073e+01 -5.7280321e+00  1.4715788e+01
 -3.0880723e+00  1.2300447e+01 -5.8861976e+00  2.7979031e+00
  3.6902454e+00  1.0929424e+01  1.0538690e+01  9.9163237e+00
  6.1063428e+00  3.5270514e+00 -3.3238490e+00 -3.6731477e+00
 -3.6289093e+00 -1.7133819e+00  5.4839535e+00  2.7229376e+00
  3.3271632e+00  5.0292754e-01 -3.3757019e-01 -3.6132534e+00
 -2.9022512e+00  3.7805800e+00  4.9972358e-01 -9.0762472e+00
 -3.1397648e+00 -1.6662611e+00  2.5700340e+00  1.2803271e+00
 -4.6079475e-01  3.9936516e-01  1.5224558e+00 -9.2933569e+00]",classical
"[-422.54468      89.863014    -18.732948     37.771908      6.006347
    4.1578536    -1.9991796    12.114278      4.164937     13.789986
    2.8316238     5.892905      6.113412      8.139939     12.349802
    7.0948405     2.4155457     0.77998257   -3.4144511    -0.74397624
    4.609384      3.9568255     6.7992177     5.9555607     6.346815
    4.67804       3.8820062     6.382703      5.469058      8.175769
    6.273215     -3.6659918    -5.208027     -5.223307     -1.9322896
   -1.4917701    -2.1644542    -4.458441     -8.296608     -2.824939  ]",classical
"[-203.65866     111.14665     -51.54852      39.4677      -10.575403
   11.908858    -13.1665745    15.140764     -7.2812214    13.376247
   -7.3036685     3.847437     -3.781568      5.301976      4.094898
    6.644152      2.9907703     3.548755     -3.3496606    -3.6861598
   -2.4999716     0.7820838     8.875535      6.659314      9.016164
    3.0896888    -1.1755435    -4.161759     -4.3444753     1.066296
    4.953188     -6.8945723    -4.990286     -2.8204045     2.1638117
    0.39465737   -3.0610971    -4.961055     -3.9470792    -7.4101977 ]",classical
"[-2.8070581e+02  1.2270871e+02 -1.4398484e+01  2.6855293e+01
  1.3424960e+00  5.9945970e+00 -1.3109008e+01  3.3745084e+00
 -1.1562682e+01  5.1796885e+00 -1.0512307e+00  2.7557733e+00
  5.7794534e-02  1.3432914e+00  1.5182204e+00 -2.1990154e+00
  7.7875364e-01 -3.9650521e+00 -9.1438141e+00 -6.9278016e+00
 -2.9972037e-02 -1.4406712e+00 -1.7905419e+00 -1.1285498e+00
  4.0313044e+00  3.6528611e+00  7.2030681e-01  4.7418361e+00
 -2.8485441e-01 -6.6839986e+00  4.6722989e+00  1.3054410e+01
  4.9126420e+00 -6.9694843e+00 -3.9937110e+00 -6.2073469e+00
 -2.4422488e+00 -9.1883928e-01  4.7654814e-01 -2.4331677e+00]",classical
"[-2.8760370e+02  1.0175817e+02 -3.5345409e+01  4.1280159e+01
 -1.2727131e+01  1.7276148e+01 -1.3967989e+01  1.6304947e+01
 -5.5929618e+00  1.3654110e+01 -8.7884150e+00 -5.3095203e-02
 -1.3757536e+01  6.4763436e+00  6.7050653e+00  6.9800882e+00
  7.0220094e+00  8.3793497e+00 -5.6104069e+00  1.3776155e+00
  6.0183902e+00  4.2390933e+00  1.3666536e+00 -8.8386698e+00
  3.4194648e+00  6.5148160e-02  1.7602204e-01  4.6369739e+00
 -5.6376219e+00 -5.1242762e+00  1.3032929e+01  8.0723114e+00
 -3.4419398e+00 -1.1573433e+01 -4.8017087e+00 -4.8473129e+00
  9.5679700e-01  5.8678031e+00  1.4230973e+01  1.0665429e+01]",classical
"[-3.7869620e+02  1.2649836e+02 -1.8830139e+01  4.2889591e+01
 -1.4325575e+01  2.5359526e+01 -1.4636545e+01  1.8717953e+01
 -1.0184204e+01  2.1119013e+01  4.4280825e+00  1.8228247e+01
 -1.0292282e+01  8.9499855e+00  1.1953151e+00  6.2911563e+00
  2.5115902e+00  4.4009185e+00  1.7007780e+00  9.9830132e+00
 -1.8839848e-01 -3.7125006e+00  1.7935494e+00  2.9394323e-01
  6.5329041e+00  2.8516012e-01  4.1982346e+00  7.9973655e+00
  2.6041923e+00 -5.9351230e+00 -4.8206210e+00 -5.3496518e+00
  2.9677258e+00 -4.7981033e+00  1.8751925e-01 -3.5807421e+00
 -4.8760945e-01 -1.0323757e+00  5.1006603e+00 -1.7598970e+00]",classical
"[-23.104954    70.25588      3.8055308   28.323957    13.754286
   5.728135     3.973779     7.4728084    2.6279068    8.490234
  -2.3202078    2.0890799   -3.3720124    5.1379585   -0.18774131
   0.37143642   0.6120877    4.062127     0.9079194    4.0931935
  -3.1462846   -1.2001879   -4.1760764    0.73692846  -0.07672185
   3.3926203   -2.151593    -0.12759319   1.3225887    0.19675958
  -1.3476331   -1.6318815   -4.9008718   -0.60413325  -0.76151514
  -0.5602066   -1.5226046   -2.940758    -4.733207    -4.308005  ]",country
"[-7.9727893  62.724636   -1.45917    28.109985    9.967061    9.363962
  5.415904    9.82543     3.0275455   8.420949    0.31071296  6.540354
  0.73737156 -1.7740418   0.8462878   2.9812663  -2.7659557   2.8227565
 -1.7402852   0.9725166  -1.4402826  -4.824851   -3.7749908  -1.1266491
 -3.7436194   0.17089856 -0.3796956  -2.1377556  -1.4165708  -0.9914484
 -8.70058    -7.06432    -5.530554   -2.2661128  -1.4131701  -3.286008
 -1.9033962  -1.938958   -3.292276   -1.1911346 ]",country
"[-1.20305199e+02  7.92258835e+01  5.22938633e+00  3.45482178e+01
  1.65067368e+01  1.31296082e+01  6.34508944e+00  9.96207809e+00
 -2.00150728e+00  6.81006670e+00 -6.35206890e+00  2.28150815e-01
 -6.81280851e+00  1.61815643e+00 -1.78215933e+00 -6.99336171e-01
 -4.77839375e+00 -2.88872480e-01 -5.35637379e+00 -1.96862984e+00
 -7.56912088e+00 -1.10343255e-01 -2.81150967e-01  2.30555385e-01
 -2.65134960e-01  1.98724341e+00  2.05420136e+00  6.85443878e-01
 -4.28769636e+00 -1.94140124e+00 -8.46977651e-01  2.84564805e+00
  1.45076680e+00 -2.49107933e+00 -6.68093491e+00 -3.69815516e+00
 -3.99816108e+00 -2.84928560e+00 -3.82550144e+00 -4.16733027e+00]",country
"[-5.7759789e+01  9.5766479e+01 -1.0109319e+01  4.0979637e+01
  1.3979035e+01 -9.8985833e-01 -1.8847127e-01  7.4250774e+00
 -3.6333375e+00  9.5451393e+00 -2.9410644e+00  2.4362512e+00
  1.9947803e+00 -1.2870499e+00  1.3565394e+00  4.4236846e+00
 -6.5204806e+00 -3.4598570e-02 -1.4115794e+00 -3.0789082e+00
 -7.3265772e+00 -1.9102961e+00 -4.3367968e+00 -3.7109451e+00
  6.0828978e-01 -3.1508474e+00 -2.5573909e+00  1.0584710e-02
 -2.9940963e+00 -2.3280315e+00 -4.1705294e+00  5.5689442e-01
  1.9208665e+00  3.2881827e+00  1.1550290e-02  7.1484953e-01
 -2.4960990e+00 -3.7151711e+00 -4.5247555e+00 -3.6879804e+00]",country
"[-2.0781349e+01  6.2950428e+01  2.3044403e+00  3.0773718e+01
  6.9734621e+00  6.5058117e+00  6.3236365e+00  9.8730860e+00
  3.4352968e+00  9.3722019e+00 -4.0415800e-01  7.5194154e+00
 -9.8427379e-01  4.0191503e+00 -6.6244876e-01 -6.1251957e-02
 -1.6676468e-01  2.4374011e-01 -5.4381933e+00  1.8272818e+00
 -5.7667893e-01 -3.7075934e-01 -5.2833343e+00 -5.9988203e+00
 -7.9100580e+00 -3.3595507e+00 -3.2319061e-02  5.4089327e+00
  7.6439255e-01 -3.9226980e+00 -4.3700747e+00 -5.3498805e-01
 -9.2446530e-01 -3.4257514e+00 -6.2095218e+00 -5.1999249e+00
 -6.2948222e+00 -5.0859075e+00 -2.7800694e+00  4.3872600e+00]",country
"[-24.671667    62.440266    -7.7540884   28.432592    10.997147
   5.5513897   -0.08674425  13.7450905    2.8998163    9.909151
   0.85377365   5.952079    -1.2259914    3.0639083    0.9304638
   2.0537753    3.0044217    2.9725468   -0.18527678   3.6413603
  -1.1396525   -0.6510087   -0.5734322    2.2253847   -1.4298806
   0.49487445  -2.4439602   -0.6877945   -1.6987904   -1.2361522
  -3.267276    -3.7370439   -2.0166545    0.94143313  -0.06657287
  -1.7008107   -1.9761777   -0.6485192   -4.736817    -3.0805476 ]",country
"[-23.201923    71.15687      1.576013    24.438925    16.31995
   4.5767665   -3.8856645   17.993046    -3.3505054    2.4355412
   2.9157152    0.81521153  -1.1092839    0.10907399  -3.3491633
   0.18941301  -1.2112297   -1.5178907   -2.7241652   -2.106661
  -2.7752912   -1.1540185   -5.4059305   -3.0664222   -4.014206
  -2.303603    -6.0494213   -3.285996    -4.4824123    0.16298248
  -0.61374784  -0.3592477   -5.499108    -5.8715415   -3.0460691
  -2.969205    -0.8048615    0.14617789  -0.4546008   -3.7434225 ]",country
"[-20.81746     64.90752      6.767102    26.357126    11.665423
  13.185629    -1.9791067    8.582197     0.4728952    7.441096
  -0.4149094    6.945586     3.6606066    2.0337164    0.6502082
   4.3827734   -2.802764     2.975754    -1.8402817   -2.3632526
  -2.2126303    0.6010487   -1.2930543   -0.09157512  -0.49044248
  -0.17885748  -1.4198632   -0.1267142   -6.8342185   -4.3784738
  -4.7336245    1.6976293    2.4731715   -2.8542137   -3.0874279
  -4.984225    -4.7171707   -4.684368    -3.823073    -2.5473738 ]",country
"[-19.763226    76.64638     -4.826523    32.238724     7.710495
  17.18376     -1.4951018    9.149327     2.7572665    9.145537
  -2.6543097    7.5196233    0.38755083   4.9685216    2.840625
   1.9047852    2.4618192    6.3932567   -3.3538883    6.3065305
   0.12517633  -1.5152246   -7.6118655   -0.72173107  -4.945128
  -4.891651    -1.2860703    3.1822433   -2.5251737   -4.5396333
  -5.682003    -0.5480945    0.6527635   -3.4900024   -5.5157557
  -6.1011252   -6.152797    -3.671531    -0.5813157    3.0172927 ]",country
"[ 1.2145776e+01  5.8997505e+01  9.3959516e-01  2.6743252e+01
  9.2457943e+00  3.5632031e+00  1.5272027e+00  8.6542578e+00
  1.0029398e+00  1.1647983e+01 -2.1983073e+00  1.1939831e+00
  4.8530075e-01  4.4125209e+00 -1.8384133e-01  3.0693944e+00
 -1.1723117e+00  4.5710840e+00  8.8772792e-01  1.2992412e+00
 -3.0591264e+00 -7.2681189e-01 -5.4356079e+00  1.1769770e+00
 -1.2278827e-01 -1.3355016e+00 -2.7519519e+00 -1.3914031e+00
 -3.1043491e+00 -2.5697553e+00 -5.2726326e+00 -5.3137918e+00
 -1.9742752e+00  2.4607532e+00  2.2449570e+00  7.0340586e-01
  3.3488709e-02 -2.5415623e+00 -4.6386786e+00 -2.6364868e+00]",country
"[-1.9770265e+02  1.0649648e+02 -4.4335303e+00  3.7656395e+01
 -8.6536050e-01 -9.6210343e-01 -3.4531171e+00 -4.9805630e-02
 -9.3028021e+00 -5.1777239e+00 -4.2500987e+00 -3.5460408e+00
 -1.3531574e+00 -7.1248522e+00 -1.6266911e+00 -2.4774737e+00
 -5.0505986e+00  2.9088062e-01  1.0706692e+00 -1.6446807e+00
 -2.8388214e+00 -2.9715736e+00 -4.7647233e+00 -2.9416671e+00
 -1.7316183e+00 -3.1637154e+00 -6.6946268e-01 -2.7951345e+00
 -4.8524508e+00 -2.9460826e+00 -2.1378193e+00 -3.2488506e+00
  2.9299575e-01 -1.2134495e+00 -4.7723446e+00 -2.8245358e+00
  9.7667105e-02  7.0431858e-01  8.4869361e-01  9.1450453e-01]",country
"[-1.9905687e+02  6.1146400e+01  9.9773312e+00  2.3480610e+01
  1.0260272e+01  1.3764773e-03  8.0173874e+00  1.1231514e+00
 -4.8983784e+00  9.4877024e+00 -6.3569746e+00  3.8757420e+00
  1.6276603e+00 -1.3460345e+00  2.6078076e+00 -3.5877621e+00
  1.9701421e+00  2.5379188e+00  1.0361691e+00 -9.7948074e-01
 -5.1347966e+00 -3.6211908e+00 -6.4689922e-01 -4.5263772e+00
 -9.6831341e+00 -6.6764069e-01 -1.9489866e+00 -9.4376904e-01
  9.3746203e-01 -5.0890434e-01 -6.7570844e+00 -9.8761683e+00
 -3.3317640e+00  2.6158855e+00 -1.7196363e+00 -1.8824536e+00
 -1.1435640e+00 -5.6777143e+00 -5.8083968e+00 -4.6006218e-01]",country
"[-1.41014435e+02  1.23921104e+02 -2.51037955e+00  2.79549580e+01
 -4.28256253e-03  1.21012557e+00 -1.10151730e+01 -1.36530638e+00
 -7.01975346e+00 -6.12955952e+00 -5.18385744e+00 -2.16256356e+00
 -4.59874153e+00 -2.35173821e+00 -1.19449484e+00 -3.96819687e+00
 -4.22956467e+00 -7.80935907e+00 -1.67026019e+00 -1.09217238e+00
 -2.98202252e+00 -2.64964414e+00 -2.95169330e+00 -4.64313602e+00
 -3.40007567e+00  5.84634602e-01  5.85139275e-01 -2.92823935e+00
 -2.84619141e+00 -6.12178850e+00 -6.69142008e+00 -4.00025749e+00
 -2.89242506e+00 -2.93747663e+00 -2.85361385e+00 -1.82128340e-01
 -1.45506692e+00 -8.93812716e-01  1.18662441e+00  1.44074118e+00]",country
"[-1.26203018e+02  7.76602020e+01  3.15783525e+00  1.99445953e+01
  1.08167715e+01  7.29695559e-01  5.22845984e+00 -4.93031174e-01
 -9.95941103e-01  5.39514017e+00 -3.72510552e+00 -3.49333096e+00
 -5.33672619e+00  2.88011223e-01 -2.00748539e+00  8.42407584e-01
  3.35238397e-01 -1.11355960e+00 -4.39304018e+00 -2.61766362e+00
  4.14441317e-01  3.32806158e+00  9.68205750e-01 -3.69910097e+00
 -4.27342749e+00 -2.33101511e+00 -5.11344552e-01 -3.22278428e+00
 -5.78566074e+00 -3.13084626e+00  3.85080194e+00  4.92901707e+00
 -2.32187843e+00 -5.57883883e+00 -4.58745480e+00 -3.91516590e+00
 -3.27360511e+00 -1.66482627e+00  1.99108198e-02 -2.91632819e+00]",country
"[-124.6224       72.49065      16.715553     18.250063     12.224811
    8.094714      7.9860826    -0.5102592     2.3697214    -0.5687947
   -5.5688143     0.543314     -5.0568647    -1.1623459    -3.5811627
   -3.6917098    -0.172906     -0.6430835    -4.141272     -3.9908798
   -3.641898     -3.2053394     1.2013628    -1.2001882    -1.8153156
   -1.5101014    -1.2478486    -3.4468813    -7.06224      -4.81426
    1.1891311     0.8051742    -1.429301     -4.829801     -3.9702768
   -1.6857144    -0.72402096   -0.79707456   -2.445629     -2.6014209 ]",country
"[-1.1619743e+02  1.1175399e+02 -5.2453566e+00  3.3989639e+01
 -1.2460975e+01  4.2414293e+00 -1.4408441e+01  8.4942570e+00
 -8.1984406e+00 -1.3370373e+00 -1.2551117e+01 -5.0011096e+00
 -2.1393461e+00 -1.8339947e+00 -8.2659817e+00 -3.0184085e+00
 -5.4789271e+00 -2.9580772e+00 -2.6427643e+00 -3.3766387e+00
 -3.1033182e+00 -1.9485728e+00 -3.4951530e+00  2.1556146e+00
  5.9915423e-02 -6.1003165e+00 -1.4337357e+00 -3.1628420e+00
 -3.0865574e+00  1.3791424e+00 -4.8973536e+00 -4.3599367e+00
 -2.4506114e+00 -2.6788030e+00 -3.0151482e+00 -6.2968879e+00
 -4.9922872e+00 -4.7017269e+00 -4.9973378e+00 -2.7933197e+00]",country
"[-210.10042     139.62177     -17.025503     57.99346      -9.658052
   -1.9567311   -17.993433     -8.213174    -11.769385     -7.876312
    0.62425035   -9.962925     -6.469421     -3.841488    -12.0469055
    0.32404718   -8.042443     -6.8062153    -1.840486     -5.930669
   -9.754082     -8.368812     -3.7640896    -2.1525712    -7.468161
   -4.5510817    -7.444076     -5.003349     -1.8974526    -2.1495247
   -0.61907935   -1.1696652    -5.80553      -4.2598214    -3.67115
   -3.6241405    -2.3690178    -1.0642595     1.0587478    -0.2735977 ]",country
"[-1.7132309e+02  1.3733298e+02  7.9547596e+00  2.8533640e+01
  2.6904233e+00 -5.0326502e-01 -2.9567096e+00 -1.1481972e+00
 -6.1525826e+00 -2.3970330e+00 -5.8549008e+00 -2.1742196e+00
 -5.3409767e+00 -2.7799234e+00 -1.5689759e+00  1.2956558e+00
 -3.4121354e+00 -9.0382934e-01  2.6215572e+00 -9.3732059e-02
 -4.2844949e+00 -1.9032851e+00  4.5833823e-01  1.6042600e+00
  2.9489615e+00  2.8867953e-02 -3.4804521e+00 -2.7266212e+00
 -2.2852502e+00 -2.0466009e-01  1.8580706e+00 -1.5870912e+00
 -3.1982388e+00  1.0283817e-01  1.4454494e+00  2.0842154e+00
  4.3796042e-01 -2.9551935e-01  2.6454327e-01 -3.7849028e+00]",country
"[-131.1577      102.98625     -11.529913     17.738117     16.948603
    4.4418244     1.2972012     3.4134758    -1.5013236     1.6068558
   -7.989871     -0.8298969    -8.8802805    -3.8431873    -4.493553
   -8.938275     -6.387143     -1.5204931    -5.404016     -8.042571
   -1.7721949    -5.556104     -4.633755     -0.7498327    -4.546072
    1.1247799    -2.1833932    -0.72350246   -1.9015276    -4.748796
    0.5760071     2.0488105     0.15824853   -4.041212     -7.000172
   -2.1794157    -3.3299506    -2.093279      3.4079425     0.88937485]",country
"[-2.5609970e+02  1.6307938e+02 -2.2860849e+01  2.6925726e+01
  1.5294624e+01 -3.5060468e+00  4.2238126e+00 -7.8757596e-01
 -9.4611282e+00  1.7529935e+00 -4.4277163e+00 -3.6453378e+00
 -4.2500973e+00 -8.1083403e+00 -2.3792918e+00 -5.1488204e+00
 -1.1160197e+01 -2.4134083e+00 -5.4217410e-01 -4.7805901e+00
 -8.1248921e-01 -4.0594788e+00 -9.6457520e+00 -3.4529936e+00
 -1.8173743e+00 -3.8080034e+00 -1.4848603e-01  4.4357425e-01
 -4.2573094e+00 -4.8383298e+00 -5.0014887e+00  3.9452881e-02
  2.6580462e+00 -1.2568896e+00 -3.0796080e+00 -1.4476964e+00
 -1.5975766e+00 -2.6195979e+00 -3.1939960e+00 -1.3460945e+00]",country
"[-161.19606      74.76473      22.41922      46.01183       5.280713
   25.113438     -0.5761163    10.385749     -6.833753      5.0545835
   -0.7702397     1.403467     -6.0123224    -4.014767     -4.793655
   -2.8704047    -4.9927034    -3.6065133    -7.578407     -3.2216105
   -2.2554228    -5.2284236     1.3562574    -0.4227565     0.6419492
    2.2506914     1.4812689    -2.7369473    -0.8106738     3.6070266
    2.4376726    -0.87037003   -6.881436     -9.460862     -7.726301
   -6.898714     -6.270799     -4.7367353    -4.2991967    -2.3726315 ]",country
"[-2.0933365e+02  1.6710170e+02 -2.0841473e+01  3.6802998e+01
  1.0272971e+01  3.9958642e+00 -5.6698804e+00 -4.6257892e+00
 -6.2444201e+00 -4.1741776e+00 -6.6804767e+00 -3.2626216e+00
 -7.9688377e+00 -4.0620708e+00 -4.9921980e+00 -4.5038943e+00
 -4.0038567e+00 -6.3972435e+00 -5.9151931e+00 -8.1753330e+00
 -8.1789894e+00 -2.8009365e+00 -5.3208370e+00 -3.8843849e+00
 -6.4374666e+00 -4.2108855e+00 -2.3110430e+00 -3.5457256e+00
 -2.4872062e+00 -3.6916616e+00 -1.7044113e+00  3.8427338e-01
 -2.3158317e+00 -2.6943922e+00 -2.6274097e+00 -4.4721937e+00
 -2.7222905e+00 -9.1858625e-01  1.4115030e-01 -4.3324608e-01]",country
"[-1.95073166e+02  1.14257446e+02  4.14753966e-02  3.82006187e+01
  1.12860584e+01 -6.04606438e+00  1.22855914e+00  1.47772105e-02
 -1.54136324e+01 -3.57790565e+00 -6.12846947e+00 -4.50478172e+00
 -1.24256670e-01 -4.39380264e+00 -9.42152500e+00 -1.07159262e+01
 -6.54544973e+00 -1.00430355e+01 -7.26823664e+00 -4.01651621e+00
 -6.98990822e+00 -2.56363320e+00 -3.97958207e+00 -4.64317703e+00
 -4.48443556e+00 -5.47551584e+00 -5.55677509e+00 -3.38524985e+00
 -7.87824214e-01 -2.45915747e+00 -3.76257682e+00 -7.47428954e-01
 -1.56570399e+00 -2.48016977e+00 -8.25014532e-01 -2.31774974e+00
 -1.35097361e+00 -2.26694703e+00 -3.56202865e+00 -5.40446615e+00]",country
